ID,region,ownd,kids,inc,sex,wlth,hv,incmed,incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,donr,damt
1787,ter2,0,3,4,1,9,283,96,108,0,54,111,49,18,22,19,12.66,0,0
1788,ter3,0,3,4,1,6,196,46,55,4,51,72,8,6,14,5,4.97,0,0
1789,ter2,1,0,1,0,8,108,40,40,19,74,122,22,21,16,5,13.5,1,13
1790,ter2,1,0,4,0,6,127,28,32,19,77,126,10,6,21,9,5.21,1,13
1791,ter5,1,2,7,1,8,114,36,43,21,11,28,10,8,16,4,8.84,0,0
1792,ter2,1,2,4,1,0,214,96,96,2,105,312,22,19,15,4,23.38,0,0
1793,ter5,1,0,3,1,9,205,34,50,20,81,98,12,11,22,9,5.66,0,0
1794,ter2,1,1,5,0,8,133,35,35,25,95,156,7,7,20,6,8.56,1,13
1795,ter4,1,2,7,1,8,154,32,51,12,77,113,9,10,17,7,9.09,0,0
1797,ter5,0,3,2,1,4,265,47,127,9,112,178,15,18,19,12,12.68,0,0
1799,ter2,1,2,7,1,6,109,14,26,55,53,108,12,10,24,7,8.17,0,0
1800,ter3,0,2,1,1,7,125,21,49,32,39,62,26,23,16,21,17.14,0,0
1801,ter3,0,0,5,0,8,295,64,64,1,54,102,15,14,16,9,15.23,0,0
1802,ter4,1,3,5,1,0,103,26,44,34,35,66,24,14,17,3,28.53,0,0
1804,ter1,1,3,4,1,8,236,78,78,0,38,60,7,7,15,4,8.2,1,12
1806,ter3,1,0,4,0,9,195,34,52,6,10,57,21,18,21,5,10.43,1,16
1807,ter2,1,0,4,1,9,157,31,38,33,102,158,68,35,8,11,24.45,1,16
1808,ter2,1,0,5,0,6,135,37,44,12,50,114,6,5,20,7,8.84,1,14
1809,ter2,1,0,2,0,9,208,36,59,14,57,113,13,12,16,13,8.22,1,12
1810,ter2,1,2,6,1,4,196,41,69,5,64,72,11,6,11,5,5.26,0,0
1811,ter1,1,5,5,1,9,179,24,39,12,48,56,28,22,14,5,14.17,0,0
1812,ter4,1,3,1,0,3,151,21,50,30,66,90,15,12,11,3,11.76,0,0
1813,ter1,1,1,4,0,6,207,53,56,6,47,79,41,17,21,9,10.98,1,15
1814,ter2,1,0,3,1,8,170,37,47,12,66,88,10,6,9,3,9.68,1,13
1815,ter4,1,2,7,1,6,182,23,66,31,19,52,8,9,18,5,5.04,0,0
1816,ter4,1,2,3,0,6,184,61,61,15,59,89,29,37,31,9,15.54,0,0
1817,ter4,1,2,1,1,3,145,47,47,9,33,63,18,12,24,4,10.6,0,0
1819,ter3,1,5,4,0,9,138,38,49,2,34,46,8,3,19,34,4.44,0,0
1820,ter5,1,2,1,0,8,127,20,30,30,27,79,6,8,17,12,4.33,0,0
1821,ter5,1,0,4,1,8,134,30,45,20,36,62,5,6,19,5,4.84,1,13
1822,ter4,1,0,1,0,0,179,47,57,14,27,56,8,7,16,6,4.55,0,0
1823,ter2,1,4,5,1,7,189,63,63,4,32,57,28,22,17,7,12.13,0,0
1824,ter1,1,2,5,1,8,257,45,87,6,107,248,27,16,18,7,15.71,1,15
1825,ter2,1,2,4,0,2,156,52,52,11,38,95,80,39,22,6,20.65,1,14
1827,ter3,1,0,5,0,9,405,131,131,1,50,64,14,8,20,7,9.85,1,17
1828,ter5,1,3,4,0,9,185,45,45,11,51,78,10,14,18,8,9.49,0,0
1829,ter1,1,0,2,1,8,158,24,38,31,94,167,46,18,8,7,20.66,1,17
1831,ter1,1,2,3,0,8,124,35,35,16,98,223,15,8,15,19,5.71,0,0
1832,ter5,1,2,7,1,8,168,47,53,2,113,281,6,7,20,23,4.72,0,0
1833,ter5,1,0,5,0,8,241,118,118,0,32,54,17,24,21,3,11.68,1,16
1834,ter1,1,0,5,1,8,134,25,43,29,19,56,15,5,19,3,6.96,1,14
1835,ter5,1,0,5,1,4,296,71,87,1,114,130,49,49,19,11,19.52,1,19
1836,ter5,1,2,4,1,6,123,29,39,16,113,182,17,9,21,14,12.77,0,0
1837,ter3,1,2,3,1,9,287,85,85,0,26,49,13,11,19,6,8.28,0,0
1838,ter1,1,0,5,1,6,311,80,99,0,11,41,15,25,19,8,12.06,1,16
1839,ter2,1,2,4,1,8,281,68,71,4,41,50,18,22,22,3,19.87,1,14
1840,ter5,1,4,4,1,8,185,30,42,11,93,321,12,8,22,6,13.53,0,0
1841,ter3,1,2,7,1,8,168,41,43,19,16,44,7,5,16,3,8.46,0,0
1842,ter5,1,4,5,1,9,504,233,233,0,115,421,6,5,13,7,6.56,1,13
1843,ter2,1,2,3,1,9,167,38,50,5,75,105,6,3,19,4,4.64,1,10
1845,ter4,1,3,7,0,9,69,20,20,47,12,52,35,21,14,4,19.15,0,0
1846,ter1,1,3,4,1,8,140,39,41,12,61,99,7,4,19,7,4.33,0,0
1847,ter5,0,1,6,1,8,204,86,105,0,53,105,105,47,12,7,20.35,0,0
1848,ter4,1,3,6,1,2,154,51,51,14,100,205,25,25,15,4,18.84,0,0
1849,ter1,1,1,4,1,8,162,30,45,17,10,36,7,7,20,4,5.65,0,0
1851,ter5,1,2,1,1,4,145,22,47,34,102,176,10,9,16,4,10.63,0,0
1852,ter4,1,0,4,1,7,126,35,56,12,41,107,63,35,15,7,24.43,1,18
1853,ter5,1,2,6,1,7,351,43,79,1,33,78,78,23,13,7,19.17,0,0
1854,ter2,0,4,4,0,8,319,75,113,0,72,88,11,6,16,6,6.01,0,0
1855,ter3,1,3,4,0,8,119,32,32,34,85,152,6,8,17,3,5.82,0,0
1856,ter2,1,2,6,1,8,187,43,54,7,95,185,18,13,16,4,10.22,1,14
1857,ter4,1,2,4,1,6,207,24,42,9,76,135,9,5,23,5,9.15,1,15
1859,ter5,1,4,2,1,2,220,56,56,5,35,63,10,10,15,3,6.46,0,0
1861,ter5,1,3,3,1,9,218,70,70,4,53,60,15,19,16,3,8.07,0,0
1862,ter1,1,3,4,1,3,176,23,46,27,39,68,5,3,21,6,5.18,0,0
1863,ter2,1,5,2,1,8,105,20,30,36,50,81,23,19,18,6,13.24,0,0
1864,ter2,1,3,2,1,9,92,21,38,26,35,67,5,3,15,9,5.81,0,0
1866,ter3,1,0,4,0,6,152,32,53,23,67,95,34,26,21,6,17.25,1,18
1867,ter2,1,5,4,1,8,143,44,52,19,58,81,25,13,30,7,14.31,0,0
1868,ter3,1,3,4,0,8,201,23,32,18,32,58,44,24,14,9,15.91,0,0
1871,ter2,0,0,5,0,8,123,31,35,12,68,197,41,45,15,6,23.44,1,16
1872,ter4,1,4,5,0,6,131,21,33,17,24,62,21,19,22,5,12.44,0,0
1873,ter2,1,1,2,0,8,160,38,38,13,94,147,22,34,19,13,12.66,0,0
1874,ter5,1,2,4,1,8,147,20,51,28,74,95,39,22,40,7,19.95,0,0
1876,ter5,1,3,5,0,9,219,72,72,8,39,53,14,16,18,8,7.01,0,0
1877,ter2,1,2,4,1,8,79,22,22,42,94,133,100,20,20,5,12.37,1,15
1878,ter3,1,1,4,1,9,328,81,106,2,18,57,16,9,22,10,11.34,0,0
1881,ter4,1,0,4,0,6,162,37,47,20,20,54,23,19,23,4,19.68,1,19
1882,ter1,1,0,7,1,9,272,136,136,1,53,99,16,14,19,8,8.88,1,16
1885,ter1,0,2,7,0,8,154,26,47,25,39,70,5,4,18,12,3.55,0,0
1887,ter4,1,5,1,0,8,212,51,59,7,60,97,17,20,19,4,8.66,0,0
1888,ter3,1,0,4,1,8,213,47,53,6,78,177,10,6,19,5,6.42,1,15
1889,ter5,1,0,4,1,9,186,40,41,18,59,61,20,12,22,5,11.14,1,14
1890,ter2,1,2,3,0,6,186,52,52,5,33,60,12,6,13,6,9.33,0,0
1891,ter4,0,4,4,1,3,215,68,68,1,38,63,15,13,20,10,9.28,0,0
1892,ter4,1,0,4,1,8,129,61,61,12,23,127,127,53,16,6,26.56,1,18
1894,ter2,0,0,2,1,1,186,38,52,5,37,75,8,10,37,8,7.76,0,0
1896,ter2,1,0,3,0,8,155,25,34,27,128,114,7,5,16,10,5.51,1,12
1897,ter3,1,4,6,1,8,149,43,43,25,96,107,37,35,20,9,15.21,0,0
1898,ter2,1,3,5,1,8,238,77,77,1,97,256,15,9,12,11,10.33,1,15
1899,ter2,1,2,4,1,8,279,59,59,3,82,91,35,24,23,10,16.49,1,14
1905,ter4,1,0,4,0,7,241,36,60,12,54,104,8,6,19,5,8.04,1,16
1906,ter4,1,0,5,1,7,139,22,34,12,96,330,21,20,15,13,13.41,1,19
1907,ter1,1,0,4,1,8,136,28,45,9,93,257,15,12,17,6,7.32,1,13
1909,ter3,1,2,5,1,8,145,32,37,9,45,64,36,53,23,12,17.48,0,0
1910,ter1,1,0,4,1,6,198,37,63,14,77,160,4,6,9,3,6.99,1,13
1911,ter2,1,3,2,1,5,255,53,64,3,45,74,10,9,19,6,9.01,0,0
1913,ter2,1,2,3,0,8,184,25,36,25,51,119,9,9,19,8,5.43,1,12
1914,ter5,1,0,4,1,8,199,46,72,26,55,109,4,3,15,8,4.73,1,15
1917,ter5,1,0,5,1,8,124,28,39,22,112,173,13,10,20,7,10.81,0,0
1918,ter4,1,2,4,1,9,415,97,136,0,109,233,92,56,17,7,17.71,1,17
1919,ter2,0,2,4,0,9,155,31,41,17,61,72,18,9,13,4,10.6,0,0
1922,ter2,1,1,4,1,8,101,25,33,21,99,284,13,8,14,11,11.64,1,13
1923,ter3,1,3,2,1,2,105,42,42,6,78,127,38,30,20,5,24.18,0,0
1924,ter2,1,3,3,1,2,200,34,47,5,62,97,21,21,18,4,19,0,0
1925,ter5,0,3,1,1,8,145,29,44,28,23,60,9,6,23,9,8.6,0,0
1926,ter2,1,0,2,0,8,137,34,34,12,20,57,31,24,17,5,13.52,0,0
1927,ter1,1,4,5,1,6,146,29,58,9,70,121,11,6,15,9,8,0,0
1928,ter2,0,2,4,0,0,109,16,32,31,85,165,29,20,20,4,15.47,0,0
1929,ter5,0,2,5,0,9,244,53,67,2,100,216,29,16,13,4,9.82,0,0
1930,ter4,1,2,4,1,8,174,35,40,21,78,111,14,13,19,14,10.53,0,0
1931,ter1,1,2,3,0,9,105,34,38,17,143,247,21,18,14,3,12.72,1,14
1932,ter3,1,5,2,0,1,190,72,72,1,58,95,9,10,23,7,5.27,0,0
1933,ter2,0,0,4,0,8,138,40,51,15,40,68,7,13,20,7,7.44,1,12
1934,ter3,1,2,6,1,9,268,105,109,0,48,47,5,6,15,5,3.81,0,0
1936,ter1,0,5,3,1,8,160,28,61,13,81,131,23,6,24,5,16.67,0,0
1937,ter1,1,2,5,1,8,126,18,31,48,113,130,7,4,22,3,7.44,0,0
1938,ter2,1,0,4,0,5,257,50,97,6,53,108,12,11,8,6,9.18,1,14
1939,ter5,1,0,5,1,5,133,21,45,16,69,73,31,30,18,4,23.04,0,0
1940,ter1,1,1,4,1,8,130,19,39,21,114,215,5,5,15,5,3.64,1,10
1941,ter2,1,0,6,1,8,138,42,47,6,23,60,17,11,22,6,14.18,1,15
1942,ter1,1,3,7,1,0,83,19,23,39,80,91,28,13,23,3,9,0,0
1943,ter1,1,0,3,1,8,184,47,55,13,88,144,76,36,15,5,35.55,1,16
1944,ter1,1,0,4,1,8,189,60,60,4,82,100,80,14,15,18,34.02,1,17
1945,ter5,1,0,4,0,9,125,25,29,16,48,77,6,5,10,3,4.55,1,16
1946,ter2,0,2,4,1,4,255,49,63,4,114,259,12,11,15,7,8.02,0,0
1947,ter1,1,3,4,0,9,145,39,39,8,94,329,11,10,18,6,5.79,1,12
1948,ter5,1,1,2,0,9,142,27,49,21,60,105,8,8,17,4,6.58,0,0
1949,ter1,1,0,4,0,9,203,50,69,6,12,41,24,15,16,7,8.83,1,14
1950,ter4,1,2,4,0,8,171,39,53,13,116,242,17,14,20,9,13.49,0,0
1951,ter2,1,3,5,1,8,162,43,43,5,49,78,7,5,15,5,5.77,0,0
1952,ter5,1,3,1,1,8,300,40,76,5,31,62,8,5,21,8,5.79,0,0
1953,ter5,1,3,7,1,4,123,34,46,13,11,35,13,12,15,6,8.45,0,0
1954,ter2,1,3,2,1,8,103,17,32,23,13,55,9,6,20,6,6.29,0,0
1956,ter2,1,2,4,1,7,272,90,90,0,45,77,6,4,18,7,8.65,1,13
1957,ter2,1,0,5,1,8,89,17,30,37,63,135,15,11,13,8,13.38,1,14
1958,ter2,1,0,3,0,6,198,52,61,5,52,76,23,33,21,6,11.65,1,16
1959,ter5,0,4,4,1,5,100,15,30,33,31,79,28,31,20,6,16.91,0,0
1960,ter4,1,0,4,1,9,97,17,36,20,55,84,43,20,16,3,19.87,1,17
1961,ter1,1,2,3,1,0,167,32,76,14,87,257,28,10,23,4,15.69,0,0
1962,ter1,0,2,5,1,8,150,30,34,36,94,206,23,11,13,3,13.59,0,0
1965,ter4,1,0,3,1,8,149,56,56,5,104,127,4,2,26,4,7.06,1,13
1968,ter1,1,0,4,0,8,292,88,99,0,52,79,11,8,16,3,10.39,1,14
1969,ter2,1,1,5,1,4,162,57,65,1,28,61,11,8,20,10,13.39,0,0
1971,ter5,0,5,4,1,8,190,65,65,7,98,225,16,17,16,14,16.71,0,0
1972,ter4,1,2,6,1,6,396,62,98,0,99,177,8,5,16,5,4.63,0,0
1974,ter4,1,0,4,0,8,127,66,66,9,85,120,16,19,16,6,14.48,1,17
1976,ter4,1,0,4,0,5,83,28,30,26,58,87,17,15,19,22,10.63,0,0
1978,ter1,1,4,4,0,8,289,48,94,5,103,206,9,3,14,12,8.12,1,12
1980,ter2,1,2,4,1,8,81,22,30,27,81,124,27,33,8,7,15.28,0,0
1981,ter2,1,3,4,0,8,85,20,29,33,50,70,4,7,24,3,7.04,1,12
1982,ter2,1,0,4,1,1,112,27,30,32,102,151,23,22,22,16,14.93,1,15
1983,ter2,1,0,4,1,9,182,21,65,18,77,92,13,13,15,8,9.46,1,14
1985,ter2,1,4,1,0,8,82,21,27,31,5,33,24,9,16,6,14.69,0,0
1986,ter5,1,0,3,1,9,180,35,50,12,84,133,49,41,14,14,14.85,1,15
1987,ter2,1,0,4,1,9,231,45,55,12,17,53,13,10,39,4,10.04,1,15
1988,ter5,1,1,3,1,5,151,37,52,13,64,90,16,9,22,3,5.62,0,0
1989,ter4,1,3,5,1,9,155,22,47,31,87,204,37,55,23,19,13.79,0,0
1990,ter1,1,0,6,1,7,140,31,40,26,89,157,40,22,16,15,25.67,1,18
1991,ter2,1,0,3,1,7,446,115,115,1,66,100,22,25,16,6,17.59,1,18
1992,ter3,1,3,6,0,9,254,39,51,7,42,57,20,13,24,7,12.12,0,0
1993,ter2,1,1,4,1,9,315,96,97,0,65,102,6,4,16,6,4.82,1,12
1994,ter5,1,3,5,0,9,156,56,56,15,96,115,42,15,20,3,22.33,0,0
1995,ter1,1,0,4,1,8,96,35,35,14,52,94,19,20,14,12,10.56,0,0
1996,ter5,0,2,2,1,6,138,23,44,9,53,68,6,4,13,4,6.09,0,0
1997,ter5,1,3,4,1,6,275,67,76,0,51,89,27,33,12,7,13.01,0,0
1998,ter5,1,0,2,0,8,224,32,65,10,10,43,6,3,19,19,5.52,0,0
2000,ter4,0,1,4,1,4,157,42,42,9,75,90,8,4,21,6,10.64,0,0
2002,ter1,1,2,3,0,8,180,70,70,6,100,297,8,5,24,7,5.29,1,12
2004,ter1,0,3,6,1,8,129,27,46,15,99,233,15,9,18,8,8.7,0,0
2005,ter4,1,0,4,0,8,227,39,68,9,125,372,3,1,20,7,4.85,1,14
2006,ter4,1,2,5,0,1,163,44,44,13,36,83,7,5,16,10,7.89,0,0
2007,ter1,1,2,5,0,5,235,79,79,1,54,52,16,18,19,6,13.55,0,0
2009,ter3,1,0,4,0,9,364,67,117,0,42,82,21,10,14,3,17.33,1,15
2010,ter3,1,0,4,1,9,207,32,60,10,94,268,26,14,17,5,11.3,1,15
2012,ter5,1,3,1,1,6,138,27,50,12,44,81,13,11,18,5,9.2,0,0
2013,ter3,1,5,4,0,8,88,28,36,34,56,66,10,7,16,9,8.47,0,0
2014,ter1,1,2,4,0,6,233,42,73,9,43,67,8,4,32,6,3.68,0,0
2015,ter5,1,0,6,1,9,162,59,59,3,99,310,6,4,14,6,5.56,1,13
2016,ter2,1,0,6,1,1,178,39,47,15,44,68,20,16,20,5,8.39,1,13
2017,ter2,1,0,4,0,8,244,50,92,2,44,75,38,26,11,7,16.45,1,16
2018,ter1,1,2,4,1,3,129,37,37,21,44,82,27,18,20,3,13.58,0,0
2019,ter1,1,2,4,1,4,97,10,36,54,27,61,15,20,16,4,22.61,0,0
2020,ter3,0,0,3,1,8,254,40,82,5,29,48,18,12,16,4,8.02,0,0
2021,ter2,1,1,2,0,8,260,60,65,2,87,120,11,11,22,3,8.03,1,15
2022,ter2,1,0,2,1,8,133,31,39,26,48,101,14,9,13,4,9.24,1,13
2024,ter4,1,2,5,1,5,175,51,51,8,45,90,17,5,14,4,9,0,0
2025,ter5,1,2,1,1,9,189,56,77,4,56,99,32,36,14,10,16.21,0,0
2027,ter1,1,0,4,0,6,234,61,65,1,52,76,22,21,14,9,14.02,1,16
2028,ter2,1,2,4,1,8,246,28,54,8,24,47,19,15,24,5,9.5,1,12
2029,ter4,0,3,1,1,8,137,42,44,6,75,82,19,12,27,5,10.69,0,0
2032,ter3,1,2,2,0,8,64,17,23,44,84,117,117,35,14,9,36.26,0,0
2033,ter1,1,5,4,0,9,165,52,52,4,73,170,43,29,22,5,17.8,1,17
2035,ter5,0,4,5,1,1,213,36,65,12,56,79,9,7,33,4,8,0,0
2036,ter5,1,0,5,0,7,154,28,37,16,74,122,6,7,14,7,3.65,1,13
2037,ter2,0,3,7,1,9,78,18,32,44,64,73,17,7,17,5,8.66,0,0
2039,ter2,1,2,4,1,9,91,20,26,35,32,60,29,21,21,4,13.27,1,14
2040,ter1,1,0,7,0,0,148,63,63,8,80,79,12,8,20,4,10.92,0,0
2041,ter2,1,3,4,1,9,265,83,83,1,59,90,56,50,21,5,24.23,1,15
2042,ter2,1,3,4,1,9,133,34,36,10,55,86,9,11,15,5,8.81,1,12
2044,ter5,1,1,4,1,8,170,42,46,13,64,112,8,9,22,7,7.11,1,12
2045,ter1,1,5,2,1,9,147,37,59,9,50,76,8,6,21,6,7,0,0
2048,ter1,1,2,5,1,9,239,96,96,0,47,70,5,6,19,3,5.43,1,12
2050,ter1,1,1,4,1,8,143,46,48,31,89,153,23,31,14,4,26.98,1,16
2052,ter4,1,2,4,1,4,261,45,59,2,106,211,25,24,17,5,16.79,1,18
2053,ter1,1,0,5,0,9,179,44,51,4,68,97,14,11,19,8,11.25,1,15
2054,ter1,1,0,5,1,9,164,31,53,12,104,206,13,10,19,5,9.09,1,14
2055,ter5,1,5,2,0,8,149,47,48,2,27,54,3,1,17,7,3.33,0,0
2056,ter5,1,3,1,0,8,220,25,59,21,84,240,35,40,14,9,18.56,0,0
2057,ter5,0,4,7,1,6,144,13,42,40,102,104,29,36,22,6,18.65,0,0
2058,ter5,1,0,5,1,7,158,27,59,23,78,110,13,13,15,3,11.76,1,15
2059,ter2,1,2,5,1,6,154,30,36,8,64,112,16,7,14,14,9.58,0,0
2060,ter5,1,2,2,1,7,192,21,48,31,80,103,13,15,17,9,9.53,0,0
2061,ter2,1,2,2,1,8,285,40,69,4,13,36,25,14,21,4,12.1,0,0
2063,ter2,1,0,4,0,9,110,20,30,32,7,26,7,7,16,2,6.03,1,13
2064,ter3,1,2,5,1,8,205,57,57,3,23,42,9,9,13,8,7.82,0,0
2065,ter5,1,4,4,0,9,414,167,167,0,49,113,16,11,22,6,13.21,1,15
2067,ter2,1,0,4,1,7,149,48,64,7,73,134,20,13,35,7,10.54,1,17
2069,ter2,1,3,5,1,5,188,21,35,32,114,105,19,14,12,3,9.84,0,0
2070,ter3,1,2,1,1,9,309,91,91,1,24,59,10,8,25,8,11,0,0
2071,ter4,1,0,4,0,8,135,25,37,19,56,77,10,6,13,11,5.7,1,14
2072,ter2,0,2,3,0,4,172,60,60,5,10,32,16,12,19,2,9.9,0,0
2073,ter2,1,3,4,1,8,235,70,70,1,45,74,10,8,21,6,11.67,1,17
2074,ter5,1,0,4,1,8,111,28,32,41,52,76,4,4,16,6,4.82,1,14
2075,ter2,1,0,4,1,9,230,76,78,4,45,72,5,5,21,17,6.23,1,13
2077,ter5,1,1,7,1,9,152,22,33,15,81,203,11,10,17,4,9.07,0,0
2078,ter5,1,2,2,0,8,178,29,61,8,7,33,22,16,13,5,15.29,0,0
2081,ter2,1,2,4,1,8,129,30,30,18,11,30,8,6,14,6,8.32,0,0
2082,ter2,1,3,4,1,9,226,57,57,4,63,125,8,6,16,7,6.03,1,14
2084,ter1,1,0,4,1,8,155,28,47,12,72,132,31,30,39,19,22.65,1,16
2085,ter2,1,1,2,1,9,149,43,43,14,57,94,5,2,24,4,3.4,1,10
2086,ter1,0,1,3,1,4,74,12,22,68,33,58,18,19,11,7,13.53,0,0
2087,ter2,1,0,5,1,9,262,48,71,1,25,57,33,22,13,6,21.41,1,15
2088,ter1,1,3,4,0,3,272,67,95,0,39,54,10,5,23,4,7.69,0,0
2089,ter1,1,5,4,0,2,264,38,74,1,117,404,12,8,14,9,9.05,0,0
2090,ter5,1,0,2,1,2,129,34,46,10,38,112,22,41,19,5,13.5,0,0
2092,ter1,1,3,4,0,8,408,67,136,0,21,52,13,13,22,5,8.05,1,14
2094,ter3,1,2,2,0,8,202,24,52,24,38,49,36,47,15,7,27.01,0,0
2096,ter2,1,0,2,1,5,229,78,78,1,47,80,8,5,15,13,5.59,1,12
2097,ter2,1,2,4,0,8,233,37,58,16,134,235,25,23,13,8,17.66,1,14
2098,ter2,1,2,4,1,8,152,35,53,14,83,161,17,12,15,7,8.46,1,12
2099,ter4,1,2,3,1,3,132,28,32,26,46,61,12,6,17,9,7.9,0,0
2100,ter3,1,0,4,1,8,257,64,75,2,49,66,19,9,17,12,7.86,1,15
2101,ter2,0,3,4,0,9,173,35,41,15,104,185,28,15,39,12,15.97,0,0
2102,ter4,1,0,5,1,8,268,37,64,9,67,112,13,15,17,8,6.55,1,16
2103,ter1,1,0,4,0,9,198,53,53,5,58,68,9,9,31,11,4.74,1,13
2104,ter2,1,1,3,1,8,166,42,52,2,35,60,23,35,16,6,18.77,1,15
2105,ter5,1,2,3,1,8,86,15,19,38,77,130,23,12,27,11,7.61,0,0
2106,ter4,1,2,4,0,8,204,78,78,1,117,360,11,12,25,7,10.39,0,0
2107,ter2,1,4,4,1,6,297,52,87,3,18,59,11,5,21,12,7.38,0,0
2108,ter3,1,0,6,0,9,344,59,99,1,80,185,7,4,14,5,6.42,1,15
2109,ter1,1,2,5,1,8,128,26,33,22,61,76,27,14,11,5,10.13,0,0
2110,ter1,1,2,2,1,0,111,21,33,33,19,56,26,28,28,7,12.47,0,0
2112,ter4,1,3,5,0,3,184,22,45,18,25,55,23,20,22,4,11.72,0,0
2114,ter2,1,2,5,1,8,202,34,48,3,60,127,15,18,19,3,8.72,1,14
2115,ter1,1,4,3,1,9,218,37,54,3,67,97,14,6,18,8,14.16,0,0
2116,ter3,1,2,2,0,7,195,36,43,9,25,46,31,25,18,7,10.16,0,0
2117,ter5,1,0,4,0,8,159,31,68,18,91,111,5,6,20,4,5.33,1,12
2118,ter3,1,0,4,1,9,118,42,45,29,54,89,12,6,23,15,16.4,1,19
2119,ter1,1,0,3,0,9,136,35,38,31,12,37,20,13,16,7,15.06,1,14
2120,ter1,1,1,3,1,6,98,26,31,32,97,227,26,10,20,5,12.15,0,0
2121,ter4,1,0,2,1,9,197,27,39,9,95,366,14,12,16,3,7.63,1,14
2122,ter3,1,5,3,1,6,70,17,24,30,21,57,22,20,18,9,27.82,0,0
2123,ter2,1,2,7,1,5,277,49,66,10,90,151,21,18,20,6,20.7,0,0
2124,ter5,1,0,4,1,9,377,72,108,0,56,127,28,17,14,4,18.16,1,15
2125,ter5,1,2,5,1,3,140,22,36,15,52,124,12,7,21,3,3.92,0,0
2127,ter2,1,3,4,0,6,231,96,96,3,59,82,7,4,20,6,4.6,1,12
2128,ter2,1,1,4,1,4,118,25,38,9,72,70,23,15,23,6,19.87,1,14
2130,ter2,1,0,4,1,9,140,20,35,32,83,117,16,10,16,5,11.08,1,15
2132,ter2,1,0,3,1,3,184,52,84,6,70,126,16,10,21,12,9.23,1,12
2133,ter2,0,2,4,1,9,153,31,43,7,86,225,14,10,17,3,9.83,0,0
2134,ter3,1,2,2,0,9,249,51,62,8,28,52,9,7,22,17,10.01,0,0
2135,ter3,1,2,3,1,3,234,70,83,0,17,49,38,13,23,18,14.85,0,0
2136,ter1,1,1,4,0,7,74,19,22,45,52,66,6,4,22,6,6.13,1,14
2138,ter2,0,0,7,1,5,199,29,48,22,70,160,14,4,16,8,5.86,0,0
2140,ter1,1,0,2,0,3,225,58,58,8,87,207,26,29,16,5,20.24,1,14
2141,ter5,1,0,4,0,5,142,45,45,15,43,67,32,14,20,3,15.06,1,15
2142,ter2,1,0,1,1,9,453,130,171,0,48,71,6,5,14,13,7.1,1,12
2143,ter2,1,2,2,1,9,372,122,122,0,58,71,12,13,21,13,5.17,0,0
2145,ter5,1,0,4,0,3,187,31,62,12,83,139,13,9,23,7,8.06,1,13
2146,ter2,1,1,2,1,9,556,86,183,0,95,173,5,7,23,3,5.24,1,11
2147,ter5,1,1,4,0,9,189,71,73,0,44,90,4,3,14,4,4.37,1,12
2148,ter2,1,0,4,1,9,132,24,55,12,108,209,4,2,17,9,3.47,1,10
2149,ter1,1,0,4,1,8,210,47,68,4,76,90,30,16,16,7,17.08,1,15
2150,ter4,1,0,4,0,7,250,46,58,1,49,79,30,20,13,3,13.42,1,26
2151,ter3,1,3,4,0,9,170,32,45,10,56,91,5,3,24,3,4.36,0,0
2153,ter2,1,0,7,1,8,184,53,53,15,116,192,114,23,24,12,17.57,1,18
2154,ter1,1,3,1,1,9,156,45,51,3,23,59,5,5,13,3,4.56,0,0
2157,ter2,1,0,2,1,8,188,58,62,2,47,70,40,26,15,7,22.97,1,15
2158,ter4,1,2,6,1,7,248,63,67,1,49,65,9,11,20,4,5.15,0,0
2159,ter5,1,0,7,0,9,222,53,54,2,49,79,27,10,13,6,10.33,0,0
2162,ter2,0,2,4,1,8,108,48,48,29,81,119,11,10,16,8,8.55,0,0
2164,ter2,0,4,4,0,7,171,16,40,38,79,115,4,6,15,7,3.48,0,0
2165,ter2,1,1,7,0,8,152,36,76,10,60,97,19,14,11,6,12.91,0,0
2168,ter5,1,0,4,1,8,199,24,49,16,44,99,19,19,22,5,13.54,1,15
2171,ter3,1,2,5,1,8,142,29,48,37,63,86,26,16,11,6,11.3,0,0
2172,ter2,1,0,4,0,7,118,29,38,49,37,63,8,7,30,5,6.93,1,15
2173,ter1,1,0,4,1,2,116,36,39,18,34,64,17,11,14,6,8.6,1,12
2174,ter3,1,4,2,1,9,209,39,50,6,52,89,19,21,17,10,11.81,0,0
2176,ter5,1,4,7,0,8,99,17,28,40,50,70,23,15,20,6,13.58,0,0
2177,ter5,1,0,5,0,8,160,29,54,18,113,243,11,7,20,5,8.4,1,14
2178,ter2,1,5,6,1,9,193,38,54,4,40,61,18,9,25,11,11.27,0,0
2179,ter2,1,0,3,1,9,263,55,75,0,82,106,106,50,15,6,25.15,1,16
2180,ter5,1,0,2,0,8,239,37,71,13,85,99,19,21,19,9,10.04,1,13
2181,ter1,1,4,4,1,4,139,47,47,9,60,97,24,21,18,4,13.09,0,0
2182,ter1,1,0,4,1,5,174,65,73,2,68,119,8,7,20,14,9.67,1,13
2183,ter1,1,0,4,1,8,253,69,87,5,30,74,10,6,14,7,8.37,1,14
2184,ter4,1,3,4,1,8,162,21,44,17,16,39,10,8,22,6,9.07,0,0
2187,ter3,1,3,4,1,9,123,29,39,17,94,137,12,13,15,8,8.98,0,0
